Date,O3 (ppb)
2015/01/22,0
2015/01/21,0
2015/01/21,31.6
2015/01/20,0
2015/01/20,34.6
2015/01/19,23.7
2015/01/19,0
2015/01/18,0
2015/01/18,24.7
2015/01/17,31.2
2015/01/17,0
2015/01/16,0
2015/01/16,14.5
2015/01/15,18.6
2015/01/15,0
2015/01/14,23.7
2015/01/14,0
2015/01/13,25.2
2015/01/13,0
2015/01/12,25.4
2015/01/12,0
2015/01/11,0
2015/01/11,25.7
2015/01/10,0
2015/01/10,23.7
2015/01/09,0
2015/01/09,26.7
2015/01/08,28.7
2015/01/08,0
2015/01/07,20.1
2015/01/07,0
2015/01/06,0
2015/01/06,18.9
2015/01/05,0
2015/01/05,22.1
2015/01/04,0
2015/01/04,23.8
2015/01/03,0
2015/01/03,20.2
2015/01/02,20.5
2015/01/02,0
2015/01/01,24
2015/01/01,0
2014/12/31,0
2014/12/31,21.8
2014/12/30,0
2014/12/30,20.2
2014/12/29,33.6
2014/12/29,0
2014/12/28,0
2014/12/28,23.4
2014/12/27,0
2014/12/27,9.8
2014/12/26,14.6
2014/12/26,0
2014/12/25,10
2014/12/25,0
2014/12/24,21.8
2014/12/24,0
2014/12/23,17.3
2014/12/22,29.4
2014/12/22,0
2014/12/21,0
2014/12/21,20.3
2014/12/20,0
2014/12/20,20.3
2014/12/19,10.3
2014/12/19,0
2014/12/18,0
2014/12/18,18.4
2014/12/17,0
2014/12/17,26.4
2014/12/16,26.8
2014/12/16,0
2014/12/15,0
2014/12/15,17.6
2014/12/14,24.8
2014/12/14,0
2014/12/13,22.6
2014/12/13,0
2014/12/12,0
2014/12/12,19.9
2014/12/11,0
2014/12/11,16.6
2014/12/10,0
2014/12/10,20.4
2014/12/09,21.9
2014/12/09,0
2014/12/08,0
2014/12/08,21.7
2014/12/07,0
2014/12/06,0
2014/12/06,24.6
2014/12/05,20.8
2014/12/05,0
2014/12/04,0
2014/12/04,16.6
2014/12/03,15
2014/12/03,0
2014/12/02,0
2014/12/02,16.6
2014/12/01,23.4
2014/12/01,0
2014/11/30,0
2014/11/30,24.4
2014/11/29,0
2014/11/29,30.5
2014/11/28,0
2014/11/28,17.8
2014/11/27,0
2014/11/27,13.4
2014/11/26,0
2014/11/26,25.4
2014/11/25,33.1
2014/11/25,0
2014/11/24,0
2014/11/24,28.9
2014/11/23,0
2014/11/23,34.7
2014/11/22,0
2014/11/22,27.3
2014/11/21,0
2014/11/21,32.6
2014/11/20,0
2014/11/20,20.5
2014/11/19,0
2014/11/19,31.3
2014/11/18,37.9
2014/11/18,0
2014/11/17,0
2014/11/17,29.7
2014/11/16,26.4
2014/11/16,0
2014/11/15,0
2014/11/15,9.7
2014/11/14,12.2
2014/11/14,0
2014/11/13,30.6
2014/11/13,0
2014/11/12,17.6
2014/11/12,0
2014/11/11,27.5
2014/11/11,0
2014/11/10,0
2014/11/10,25.4
2014/11/09,0
2014/11/09,29.5
2014/11/08,0
2014/11/08,41.5
2014/11/07,32.6
2014/11/07,0
2014/11/06,34.7
2014/11/06,0
2014/11/05,32.1
2014/11/05,0
2014/11/04,0
2014/11/04,26
2014/11/03,40.8
2014/11/03,0
2014/11/02,0
2014/11/02,32.4
2014/11/01,0
2014/11/01,42
2014/10/31,40.4
2014/10/31,0
2014/10/30,42
2014/10/30,0
2014/10/29,38.5
2014/10/29,0
2014/10/28,35.5
2014/10/28,0
2014/10/27,29
2014/10/27,0
2014/10/26,33.5
2014/10/26,0
2014/10/25,0
2014/10/25,36
2014/10/24,0
2014/10/24,36.2
2014/10/23,37.3
2014/10/23,0
2014/10/22,31
2014/10/22,0
2014/10/21,31.5
2014/10/21,0
2014/10/20,44.7
2014/10/20,0
2014/10/19,0
2014/10/19,49.8
2014/10/18,0
2014/10/18,40.8
2014/10/17,0
2014/10/17,41.9
2014/10/16,39.8
2014/10/16,0
2014/10/15,0
2014/10/15,46.6
2014/10/14,41
2014/10/14,0
2014/10/13,39.7
2014/10/13,0
2014/10/12,0
2014/10/12,42.3
2014/10/11,0
2014/10/11,37
2014/10/10,25
2014/10/10,0
2014/10/09,28.6
2014/10/09,0
2014/10/08,36
2014/10/08,0
2014/10/07,44.8
2014/10/07,0
2014/10/06,0
2014/10/06,44
2014/10/05,48.7
2014/10/05,0
2014/10/04,0
2014/10/04,52.5
2014/10/03,40.8
2014/10/03,0
2014/10/02,0
2014/10/02,37.4
2014/10/01,0
2014/10/01,38.3
2014/09/30,0
2014/09/30,41.6
2014/09/29,0
2014/09/29,55.1
2014/09/28,0
2014/09/28,42.9
2014/09/27,39.1
2014/09/27,0
2014/09/26,0
2014/09/26,33.9
2014/09/25,0
2014/09/25,33.8
2014/09/24,0
2014/09/24,27.2
2014/09/23,0
2014/09/23,34.7
2014/09/22,0
2014/09/22,38.4
2014/09/21,22
2014/09/21,0
2014/09/20,0
2014/09/20,33
2014/09/19,0
2014/09/19,46.3
2014/09/18,40.6
2014/09/18,0
2014/09/17,32.4
2014/09/17,0
2014/09/16,29
2014/09/16,0
2014/09/15,37.9
2014/09/15,0
2014/09/14,32.4
2014/09/14,0
2014/09/13,19.7
2014/09/13,0
2014/09/12,18.1
2014/09/12,0
2014/09/11,0
2014/09/11,26.1
2014/09/10,16.4
2014/09/09,21.2
2014/09/08,24.4
2014/09/07,38.2
2014/09/06,37.8
2014/09/05,40.2
2014/09/04,38.8
2014/09/03,22.1
2014/09/02,25.4
2014/09/01,26
2014/09/01,0
2014/08/31,0
2014/08/31,32.3
2014/08/30,0
2014/08/30,35.1
2014/08/29,0
2014/08/29,24
2014/08/28,27.8
2014/08/28,0
2014/08/27,33.1
2014/08/27,0
2014/08/26,27.7
2014/08/26,0
2014/08/25,23.1
2014/08/24,0
2014/08/24,30.7
2014/08/23,0
2014/08/23,21.8
2014/08/22,24.6
2014/08/22,0
2014/08/21,20.9
2014/08/21,0
2014/08/20,0
2014/08/19,0
2014/08/19,21.2
2014/08/18,0
2014/08/18,17.9
2014/08/17,0
2014/08/17,28.4
2014/08/16,29.6
2014/08/16,0
2014/08/15,25.7
2014/08/15,0
2014/08/14,20.1
2014/08/14,0
2014/08/13,20.2
2014/08/13,0
2014/08/12,26.2
2014/08/12,0
2014/08/11,0
2014/08/11,25.6
2014/08/10,0
2014/08/10,21.8
2014/08/09,26.5
2014/08/09,0
2014/08/08,35.5
2014/08/08,0
2014/08/07,0
2014/08/07,32.1
2014/08/06,36.1
2014/08/06,0
2014/08/05,24.1
2014/08/05,0
2014/08/04,33.6
2014/08/04,0
2014/08/03,0
2014/08/03,27.5
2014/08/02,41.1
2014/08/02,0
2014/08/01,0
2014/08/01,48.8
2014/07/31,0
2014/07/31,26.7
2014/07/30,0
2014/07/30,36.6
2014/07/29,40.5
2014/07/29,0
2014/07/28,40.1
2014/07/28,0
2014/07/27,35.8
2014/07/27,0
2014/07/26,0
2014/07/26,29.6
2014/07/25,0
2014/07/25,23.4
2014/07/24,23.9
2014/07/24,0
2014/07/23,0
2014/07/23,22.9
2014/07/22,53.9
2014/07/22,0
2014/07/21,0
2014/07/21,44
2014/07/20,38.2
2014/07/20,0
2014/07/19,26.3
2014/07/19,0
2014/07/18,0
2014/07/18,35.5
2014/07/17,46.2
2014/07/17,0
2014/07/16,0
2014/07/16,31.4
2014/07/15,20.8
2014/07/15,0
2014/07/14,0
2014/07/14,22.9
2014/07/13,0
2014/07/13,24.5
2014/07/12,0
2014/07/12,26.6
2014/07/11,0
2014/07/11,23.1
2014/07/10,0
2014/07/10,25
2014/07/09,32.1
2014/07/09,0
2014/07/08,24.2
2014/07/08,0
2014/07/07,31
2014/07/07,0
2014/07/06,0
2014/07/06,35.1
2014/07/05,0
2014/07/05,29.4
2014/07/04,0
2014/07/04,23.9
2014/07/03,24.8
2014/07/03,0
2014/07/02,0
2014/07/02,27.3
2014/07/01,0
2014/07/01,26.8
2014/06/30,0
2014/06/30,23.5
2014/06/29,0
2014/06/29,26.8
2014/06/28,0
2014/06/28,23.3
2014/06/27,0
2014/06/27,20.3
2014/06/26,0
2014/06/26,17.6
2014/06/25,22.7
2014/06/25,0
2014/06/24,25.8
2014/06/24,0
2014/06/23,0
2014/06/23,24.5
2014/06/22,0
2014/06/22,28.1
2014/06/21,0
2014/06/21,23.9
2014/06/20,19.5
2014/06/20,0
2014/06/19,21.8
2014/06/19,0
2014/06/18,20.8
2014/06/18,0
2014/06/17,0
2014/06/17,24
2014/06/16,28.2
2014/06/16,0
2014/06/15,0
2014/06/15,24.6
2014/06/14,0
2014/06/14,25
2014/06/13,0
2014/06/13,44.4
2014/06/12,36.2
2014/06/12,0
2014/06/11,0
2014/06/11,29.4
2014/06/10,25.8
2014/06/10,0
2014/06/09,0
2014/06/09,30.4
2014/06/08,25
2014/06/08,0
2014/06/07,0
2014/06/07,21.5
2014/06/06,25.8
2014/06/06,0
2014/06/05,0
2014/06/05,24.8
2014/06/04,0
2014/06/04,36.9
2014/06/03,11.4
2014/06/03,0
2014/06/02,0
2014/06/02,18.7
2014/06/01,0
2014/06/01,26.3
2014/05/31,23.1
2014/05/31,0
2014/05/30,0
2014/05/30,15.1
2014/05/29,20.9
2014/05/29,0
2014/05/28,0
2014/05/28,30.8
2014/05/27,25.4
2014/05/27,0
2014/05/26,0
2014/05/26,19.5
2014/05/25,25.1
2014/05/25,0
2014/05/24,0
2014/05/24,25.6
2014/05/23,15.1
2014/05/23,0
2014/05/22,0
2014/05/22,10.6
2014/05/21,0
2014/05/21,11.8
2014/05/20,12.4
2014/05/20,0
2014/05/19,6.3
2014/05/19,0
2014/05/18,11.3
2014/05/18,0
2014/05/17,19.4
2014/05/17,0
2014/05/16,0
2014/05/16,22.7
2014/05/15,0
2014/05/15,14.3
2014/05/14,14.7
2014/05/14,0
2014/05/13,0
2014/05/13,10.3
2014/05/12,14.2
2014/05/12,0
2014/05/11,20.6
2014/05/11,0
2014/05/10,23.2
2014/05/10,0
2014/05/09,14.2
2014/05/09,0
2014/05/08,18.9
2014/05/08,0
2014/05/07,0
2014/05/07,13
2014/05/06,20.9
2014/05/06,0
2014/05/05,0
2014/05/05,36.9
2014/05/04,0
2014/05/04,37.3
2014/05/03,36.4
2014/05/03,0
2014/05/02,0
2014/05/02,34.6
2014/05/01,0
2014/05/01,27.4
2014/04/30,0
2014/04/30,31.6
2014/04/29,0
2014/04/29,37
2014/04/28,0
2014/04/28,36.3
2014/04/27,0
2014/04/27,25.6
2014/04/26,0
2014/04/26,21.2
2014/04/25,30.1
2014/04/25,0
2014/04/24,30.8
2014/04/24,0
2014/04/23,0
2014/04/23,34.3
2014/04/22,0
2014/04/22,25.6
2014/04/21,0
2014/04/21,28.7
2014/04/20,26.3
2014/04/20,0
2014/04/19,28
2014/04/19,0
2014/04/18,31.2
2014/04/18,0
2014/04/17,0
2014/04/17,45.6
2014/04/16,51.3
2014/04/16,0
2014/04/15,0
2014/04/15,48.7
2014/04/14,0
2014/04/14,38.9
2014/04/13,0
2014/04/13,31.9
2014/04/12,0
2014/04/11,36
2014/04/11,0
2014/04/10,0
2014/04/10,33.7
2014/04/09,0
2014/04/09,30
2014/04/08,0
2014/04/08,32.1
2014/04/07,32.7
2014/04/07,0
2014/04/06,0
2014/04/06,41.5
2014/04/05,0
2014/04/05,40
2014/04/04,0
2014/04/04,33.9
2014/04/03,28.4
2014/04/03,0
2014/04/02,0
2014/04/02,18.1
2014/04/01,0
2014/04/01,31.7
2014/03/31,0
2014/03/31,35
2014/03/30,0
2014/03/30,32.8
2014/03/29,18.3
2014/03/29,0
2014/03/28,29.9
2014/03/28,0
2014/03/27,0
2014/03/27,26.4
2014/03/26,0
2014/03/26,22.3
2014/03/25,28.6
2014/03/25,0
2014/03/24,29.7
2014/03/24,0
2014/03/23,30.3
2014/03/22,0
2014/03/22,24
2014/03/21,36.4
2014/03/21,0
2014/03/20,29.5
2014/03/20,0
2014/03/19,0
2014/03/19,38.5
2014/03/18,19.9
2014/03/18,0
2014/03/17,30.1
2014/03/17,0
2014/03/16,0
2014/03/16,22.4
2014/03/15,27.3
2014/03/15,0
2014/03/14,0
2014/03/14,38.7
2014/03/13,13.8
2014/03/13,0
2014/03/12,16.1
2014/03/11,0
2014/03/11,14.8
2014/03/10,0
2014/03/10,21.2
2014/03/09,30.9
2014/03/09,0
2014/03/08,0
2014/03/08,16.1
2014/03/07,0
2014/03/07,20
2014/03/06,0
2014/03/06,19.2
2014/03/05,0
2014/03/05,26.3
2014/03/04,0
2014/03/04,17.6
2014/03/03,25.9
2014/03/03,0
2014/03/02,23.6
2014/03/02,0
2014/03/01,26.2
2014/03/01,0
2014/02/28,24.5
2014/02/28,0
2014/02/27,24.3
2014/02/27,0
2014/02/26,22.4
2014/02/26,0
2014/02/25,0
2014/02/25,23.7
2014/02/24,0
2014/02/24,26.9
2014/02/23,29.8
2014/02/23,0
2014/02/22,29
2014/02/21,29.7
2014/02/20,37
2014/02/20,0
2014/02/19,0
2014/02/19,20.4
2014/02/18,0
2014/02/18,19.9
2014/02/17,23.9
2014/02/17,0
2014/02/16,0
2014/02/16,20.1
2014/02/15,17.9
2014/02/15,0
2014/02/14,0
2014/02/14,25
2014/02/13,0
2014/02/13,17.3
2014/02/12,16.9
2014/02/12,0
2014/02/11,0
2014/02/11,18.6
2014/02/10,23.5
2014/02/10,0
2014/02/09,0
2014/02/09,15.5
2014/02/08,0
2014/02/08,10.9
2014/02/07,15.5
2014/02/07,0
2014/02/06,0
2014/02/06,20
2014/02/05,20.2
2014/02/05,0
2014/02/04,0
2014/02/04,30.8
2014/02/03,25.2
2014/02/03,0
2014/02/02,0
2014/02/02,29.8
2014/02/01,0
2014/02/01,33.2
2014/01/31,0
2014/01/31,30.9
2014/01/30,0
2014/01/30,31.1
2014/01/29,24.7
2014/01/29,0
2014/01/28,0
2014/01/28,19.2
2014/01/27,22.5
2014/01/27,0
2014/01/26,0
2014/01/26,23.5
2014/01/25,0
2014/01/25,19.6
2014/01/24,0
2014/01/24,24
2014/01/23,22.4
2014/01/23,0
2014/01/22,28.7
2014/01/22,0
2014/01/21,29.8
2014/01/21,0
2014/01/20,27.9
2014/01/20,0
2014/01/19,35.6
2014/01/19,0
2014/01/18,0
2014/01/18,38.6
2014/01/17,0
2014/01/17,19.4
2014/01/16,0
2014/01/16,19.9
2014/01/15,30.9
2014/01/15,0
2014/01/14,27
2014/01/14,0
2014/01/13,28.7
2014/01/13,0
2014/01/12,0
2014/01/12,24
2014/01/11,0
2014/01/11,19.3
2014/01/10,0
2014/01/10,21.1
2014/01/09,25.4
2014/01/09,0
2014/01/08,23.8
2014/01/08,0
2014/01/07,0
2014/01/07,21.6
2014/01/06,0
2014/01/06,11.8
2014/01/05,0
2014/01/05,24.6
2014/01/04,22.6
2014/01/04,0
2014/01/03,0
2014/01/03,18.7
2014/01/02,23.4
2014/01/02,0
2014/01/01,0
2014/01/01,22.7
2013/12/31,0
2013/12/31,19.8
2013/12/30,0
2013/12/30,13.6
2013/12/29,0
2013/12/29,16.8
2013/12/28,14.9
2013/12/28,0
2013/12/27,25.6
2013/12/27,0
2013/12/26,0
2013/12/26,27
2013/12/25,0
2013/12/25,19
2013/12/24,0
2013/12/24,21.1
2013/12/23,0
2013/12/23,13.6
2013/12/22,0
2013/12/22,20.6
2013/12/21,0
2013/12/21,16
2013/12/20,0
2013/12/20,19
2013/12/19,0
2013/12/19,25.2
2013/12/18,22.6
2013/12/18,0
2013/12/17,19.1
2013/12/17,0
2013/12/16,14.8
2013/12/16,0
2013/12/15,8.2
2013/12/14,15.4
2013/12/13,5.9
2013/12/12,11
2013/12/11,20.4
2013/12/10,16.4
2013/12/09,21.7
2013/12/08,19.5
2013/12/07,18.5
2013/12/06,22.8
2013/12/05,26.1
2013/12/04,28.1
2013/12/03,30.4
2013/12/02,20.3
2013/12/01,25.2
2013/11/30,31
2013/11/29,31.2
2013/11/28,23.8
2013/11/27,30.9
2013/11/26,20.4
2013/11/25,24.2
2013/11/24,31.2
2013/11/23,14
2013/11/22,7.3
2013/11/21,25
2013/11/20,26
2013/11/19,27.2
2013/11/18,32.3
2013/11/17,37.6
2013/11/16,23.8
2013/11/15,20.8
2013/11/14,29.7
2013/11/13,19.3
2013/11/12,24.3
2013/11/11,16.5
2013/11/10,21.1
2013/11/09,33.1
2013/11/08,32.8
2013/11/07,30.2
2013/11/06,18.5
2013/11/05,20.2
2013/11/04,28
2013/11/03,18.1
2013/11/02,18.1
2013/11/01,34
2013/10/31,42.1
2013/10/30,41.8
2013/10/29,36.6
2013/10/28,37.3
2013/10/27,32.9
2013/10/26,49.4
2013/10/25,53.7
2013/10/24,52.1
2013/10/23,51.6
2013/10/22,54.7
2013/10/21,45.1
2013/10/20,34.6
2013/10/19,30.7
2013/10/18,35.7
2013/10/17,33.8
2013/10/16,43.3
2013/10/15,40.7
2013/10/14,32.9
2013/10/13,30.6
2013/10/12,32.2
2013/10/11,21.1
2013/10/10,23.8
2013/10/09,39.5
2013/10/08,47.7
2013/10/07,30.9
2013/10/06,24.9
2013/10/05,34.6
2013/10/04,45.5
2013/10/03,50.5
2013/10/02,48.3
2013/10/01,30.5
2013/09/30,30.5
2013/09/29,35.7
2013/09/28,36.4
2013/09/27,29.3
2013/09/26,32.5
2013/09/25,27.3
2013/09/24,31.1
2013/09/23,22.9
2013/09/22,18.5
2013/09/21,6.4
2013/09/20,18.9
2013/09/19,41.8
2013/09/18,56.1
2013/09/17,39
2013/09/16,40
2013/09/15,34.9
2013/09/14,43.8
2013/09/13,36.9
2013/09/12,42
2013/09/11,52.7
2013/09/10,49.1
2013/09/09,40
2013/09/08,48.3
2013/09/07,45.2
2013/09/06,42.8
2013/09/05,51.4
2013/09/04,38.9
2013/09/03,48.7
2013/09/02,28.6
2013/09/01,43
2013/08/31,29.8
2013/08/30,12.8
2013/08/29,13.4
2013/08/28,37.2
2013/08/27,24.8
2013/08/26,21.6
2013/08/25,20.1
2013/08/24,18
2013/08/23,0
2013/08/22,29.1
2013/08/21,16.1
2013/08/20,19.3
2013/08/19,30
2013/08/18,27.5
2013/08/17,25.8
2013/08/16,32.2
2013/08/15,21.8
2013/08/14,24.9
2013/08/13,31.2
2013/08/12,37.8
2013/08/11,23.9
2013/08/10,23.5
2013/08/09,25.3
2013/08/08,22.3
2013/08/07,26.2
2013/08/06,30.9
2013/08/05,26.6
2013/08/04,29.8
2013/08/03,39
2013/08/02,23.8
2013/08/01,34.2
2013/07/31,25.6
2013/07/30,27.5
2013/07/29,23.4
2013/07/28,26.6
2013/07/27,29.2
2013/07/26,25.7
2013/07/25,21.7
2013/07/24,37.6
2013/07/23,38.4
2013/07/22,37.1
2013/07/21,36.2
2013/07/20,44.7
2013/07/19,38.1
2013/07/18,20.7
2013/07/17,26.2
2013/07/16,16.9
2013/07/15,23.9
2013/07/14,18.5
2013/07/13,31.1
2013/07/12,27.2
2013/07/11,31.9
2013/07/10,25.5
2013/07/09,16.1
2013/07/08,24.9
2013/07/07,22.2
2013/07/06,22
2013/07/05,20.2
2013/07/04,31.1
2013/07/03,21.3
2013/07/02,37.8
2013/07/01,36
2013/06/30,26.2
2013/06/29,25.3
2013/06/28,23.9
2013/06/27,22.9
2013/06/26,24.6
2013/06/25,14.8
2013/06/24,20.6
2013/06/23,28.8
2013/06/22,39.6
2013/06/21,24.4
2013/06/20,22.6
2013/06/19,25.1
2013/06/18,26.6
2013/06/17,25.3
2013/06/16,34.7
2013/06/15,26.2
2013/06/14,23.3
2013/06/13,22.6
2013/06/12,21.1
2013/06/11,20.9
2013/06/10,16.6
2013/06/09,17.8
2013/06/08,23.7
2013/06/07,35.1
2013/06/06,25.6
2013/06/05,20.3
2013/06/04,31
2013/06/03,35.4
2013/06/02,23.7
2013/06/01,23.8
2013/05/31,25.2
2013/05/30,24.2
2013/05/29,25.9
2013/05/28,19.5
2013/05/27,18.1
2013/05/26,34.7
2013/05/25,42.7
2013/05/24,30.2
2013/05/23,12.7
2013/05/22,17
2013/05/21,26
2013/05/20,17.7
2013/05/19,24.3
2013/05/18,26.3
2013/05/17,28.1
2013/05/16,9
2013/05/15,21.4
2013/05/14,27
2013/05/13,19.6
2013/05/12,18.6
2013/05/11,20.8
2013/05/10,24.2
2013/05/09,32
2013/05/08,34.9
2013/05/07,35.6
2013/05/06,32.6
2013/05/05,37.1
2013/05/04,36.7
2013/05/03,12.5
2013/05/02,17.8
2013/05/01,27.5
2013/04/30,25.1
2013/04/29,31.8
2013/04/28,33.1
2013/04/27,38.3
2013/04/26,20.7
2013/04/25,17.8
2013/04/24,37.4
2013/04/23,43.8
2013/04/22,37.2
2013/04/21,29.8
2013/04/20,22.9
2013/04/19,28.7
2013/04/18,19.8
2013/04/17,25.4
2013/04/16,38.7
2013/04/15,26
2013/04/14,18.9
2013/04/13,15.5
2013/04/12,12.7
2013/04/11,6.7
2013/04/10,30.6
2013/04/09,20.5
2013/04/08,30.6
2013/04/07,49.2
2013/04/06,26.4
2013/04/05,17.3
2013/04/04,31.9
2013/04/03,44.3
2013/04/02,29.7
2013/04/01,17.4
2013/03/31,28.1
2013/03/30,37.6
2013/03/29,45
2013/03/28,33.3
2013/03/27,35.3
2013/03/26,33
2013/03/25,39.6
2013/03/24,19.4
2013/03/23,27.5
2013/03/22,27.3
2013/03/21,19
2013/03/20,17.5
2013/03/19,25.7
2013/03/18,22.8
2013/03/17,40.7
2013/03/16,32.1
2013/03/15,19.3
2013/03/14,31.9
2013/03/13,20.6
2013/03/12,33.4
2013/03/11,35.4
2013/03/10,36.6
2013/03/09,46.6
2013/03/08,48.4
2013/03/07,41.5
2013/03/06,46.8
2013/03/05,42.5
2013/03/04,29.2
2013/03/03,25.8
2013/03/02,28
2013/03/01,34.8
2013/02/28,34.4
2013/02/27,21.1
2013/02/26,21.8
2013/02/25,28.8
2013/02/24,35.9
2013/02/23,35.8
2013/02/22,35.4
2013/02/21,26.5
2013/02/20,26.7
2013/02/19,22.4
2013/02/18,39
2013/02/17,29.9
2013/02/16,38.2
2013/02/15,20.4
2013/02/14,26.4
2013/02/13,33.6
2013/02/12,26.3
2013/02/11,27.3
2013/02/10,25.8
2013/02/09,29.3
2013/02/08,30.1
2013/02/07,25.2
2013/02/06,19
2013/02/05,9.7
2013/02/04,23.1
2013/02/03,17
2013/02/02,20.5
2013/02/01,24
2013/01/31,23
2013/01/30,25.5
2013/01/29,17.2
2013/01/28,23.9
2013/01/27,32.5
2013/01/26,24.3
2013/01/25,31.3
2013/01/24,19.5
2013/01/23,17.6
2013/01/22,15.6
2013/01/21,20.4
2013/01/20,27.5
2013/01/19,27.2
2013/01/18,31.4
2013/01/17,29.1
2013/01/16,25
2013/01/15,24.8
2013/01/14,32.9
2013/01/13,19.9
2013/01/12,22.8
2013/01/11,20.7
2013/01/10,23.3
2013/01/09,22.3
2013/01/08,12.6
2013/01/07,17.6
2013/01/06,16.3
2013/01/05,17.3
2013/01/04,19.6
2013/01/03,22
2013/01/02,10
2013/01/01,5.2
2012/12/31,20.5
2012/12/30,14.9
2012/12/29,22.3
2012/12/28,21.7
2012/12/27,20.1
2012/12/26,22
2012/12/25,24.8
2012/12/24,25.2
2012/12/23,27.7
2012/12/22,13.2
2012/12/21,26.5
2012/12/20,20
2012/12/19,16.8
2012/12/18,15.2
2012/12/17,20.7
2012/12/16,20.1
2012/12/15,21.1
2012/12/14,22.1
2012/12/13,25.7
2012/12/12,20.2
2012/12/11,13.1
2012/12/10,19.3
2012/12/09,20.9
2012/12/08,9.4
2012/12/07,22.1
2012/12/06,26.6
2012/12/05,15.2
2012/12/04,26.1
2012/12/03,19.1
2012/12/02,13
2012/12/01,5.2
2012/11/30,5
2012/11/29,9.8
2012/11/28,5.1
2012/11/27,13.3
2012/11/26,14.8
2012/11/25,31.1
2012/11/24,13.7
2012/11/23,11
2012/11/22,18.6
2012/11/21,7.5
2012/11/20,27.5
2012/11/19,21.3
2012/11/18,10.6
2012/11/17,15.7
2012/11/16,28.4
2012/11/15,29.2
2012/11/14,33.4
2012/11/13,26.8
2012/11/12,19.9
2012/11/11,26
2012/11/10,30.2
2012/11/09,38.6
2012/11/08,41.2
2012/11/07,34.7
2012/11/06,29.3
2012/11/05,29.5
2012/11/04,36.6
2012/11/03,40.9
2012/11/02,37.7
2012/11/01,36.5
2012/10/31,26.9
2012/10/30,21.7
2012/10/29,35.4
2012/10/28,36.1
2012/10/27,43.4
2012/10/26,48.5
2012/10/25,46
2012/10/24,40.3
2012/10/23,34.7
2012/10/22,42.9
2012/10/21,61
2012/10/20,46.5
2012/10/19,34.9
2012/10/18,45.7
2012/10/17,41.6
2012/10/16,47
2012/10/15,35.8
2012/10/14,31.1
2012/10/13,36.6
2012/10/12,44.1
2012/10/11,51.5
2012/10/10,47.2
2012/10/09,42.1
2012/10/08,47.4
2012/10/07,41.4
2012/10/06,35.2
2012/10/05,43.1
2012/10/04,40.2
2012/10/03,37.7
2012/10/02,38.5
2012/10/01,46.1
2012/09/30,45.3
2012/09/29,52
2012/09/28,45.2
2012/09/27,53
2012/09/26,40.8
2012/09/25,42.7
2012/09/24,32.9
2012/09/23,31
2012/09/22,42.7
2012/09/21,35.7
2012/09/20,29.2
2012/09/19,44.5
2012/09/18,55.3
2012/09/17,51.7
2012/09/16,42.7
2012/09/15,35.2
2012/09/14,44.1
2012/09/13,43.1
2012/09/12,43.7
2012/09/11,34.4
2012/09/10,35.5
2012/09/09,33.5
2012/09/08,40.2
2012/09/07,32.3
2012/09/06,48.1
2012/09/05,39.2
2012/09/04,34.3
2012/09/03,27.9
2012/09/02,29.7
2012/09/01,28.2
2012/08/31,26.9
2012/08/30,31.7
2012/08/29,33.2
2012/08/28,18.2
2012/08/27,39.3
2012/08/26,24
2012/08/25,18.3
2012/08/24,11.1
2012/08/23,19.9
2012/08/22,33.5
2012/08/21,31.3
2012/08/20,27
2012/08/19,29.5
2012/08/18,20.9
2012/08/17,26
2012/08/16,31.3
2012/08/15,42.3
2012/08/14,33.1
2012/08/13,26.7
2012/08/12,24.2
2012/08/11,24.1
2012/08/10,26.1
2012/08/09,30.5
2012/08/08,42.3
2012/08/07,32.8
2012/08/06,34.1
2012/08/05,37.1
2012/08/04,29.2
2012/08/03,38.3
2012/08/02,32.6
2012/08/01,22
2012/07/31,15.9
2012/07/30,37.2
2012/07/29,46.9
2012/07/28,35.1
2012/07/27,29.2
2012/07/26,25.9
2012/07/25,24.7
2012/07/24,34.3
2012/07/23,31.5
2012/07/22,19.4
2012/07/21,48.4
2012/07/20,39.6
2012/07/19,25
2012/07/18,20.8
2012/07/17,22.5
2012/07/16,21.2
2012/07/15,23.8
2012/07/14,21.3
2012/07/13,19.4
2012/07/12,21.4
2012/07/11,24.3
2012/07/10,27
2012/07/09,27.6
2012/07/08,26.6
2012/07/07,29.2
2012/07/06,32
2012/07/05,35.5
2012/07/04,33.1
2012/07/03,29.9
2012/07/02,21.8
2012/07/01,33.6
2012/06/30,33.2
2012/06/29,21.8
2012/06/28,34.1
2012/06/27,29.5
2012/06/26,31
2012/06/25,25.7
2012/06/24,24.7
2012/06/23,21.2
2012/06/22,22.5
2012/06/21,39.2
2012/06/20,28.1
2012/06/19,24.3
2012/06/18,32.9
2012/06/17,27.5
2012/06/16,24.1
2012/06/15,29.9
2012/06/14,26.1
2012/06/13,41.8
2012/06/12,27.9
2012/06/11,26
2012/06/10,25.1
2012/06/09,22.8
2012/06/08,25.8
2012/06/07,44.3
2012/06/06,43.6
2012/06/05,30.8
2012/06/04,27
2012/06/03,41.8
2012/06/02,34.4
2012/06/01,43.8
2012/05/31,38.7
2012/05/30,30.7
2012/05/29,32.2
2012/05/28,20.8
2012/05/27,36.4
2012/05/26,37.8
2012/05/25,36
2012/05/24,32.3
2012/05/23,47
2012/05/22,35.4
2012/05/21,34.8
